Type,Country Code,Series Code,Time Code,Description
FootNote,Luxembourg (LUX),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Source: Rapport sur la Sante dans le Monde 2003, p. 3."
FootNote,Luxembourg (LUX),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Break in series.
FootNote,Latvia (LVA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Latvia (LVA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Latvia (LVA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Latvia (LVA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: TransMONEE database 2010, Table 6.1"
FootNote,"Macao SAR, China (MAC)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Statistic tables 2006. WHO regional office for the western pacific.
FootNote,Morocco (MAR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"DHS 2003-2004, Final report, Table 8.6, p 114"
FootNote,Morocco (MAR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: ENPSF 2011(Prelim) 2010-2011, p. 31 table 7"
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2005, Final report, Table 10.9, p. 124."
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Moldova (MDA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2012, Table 6.1"
FootNote,Madagascar (MDG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"DHS 2003-2004, Final report, Table 8.6, p. 134 "
FootNote,Madagascar (MDG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2008-2009, Page 135 - Table 8.6"
FootNote,Maldives (MDV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"RHS 2004, MoH/UNFPA"
FootNote,Maldives (MDV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2009, Final report, Table 9.6, p.99"
FootNote,Middle East & North Africa (all income levels) (MEA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Mexico (MEX),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Informe de Gobierno Anexo Estadistico 2004, Presidencia de la República, p. 87."
FootNote,Mexico (MEX),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),Encuesta Nacional de Salud y Nutricion 2006 (ENSANUT). p. 58 (http://www.insp.mx/ensanut/)
FootNote,Mexico (MEX),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Mujeres y Hombres en México 2009. El Instituto Nacional de Estadística y Geografía (INEGI). (Encuesta Nacional de Salud y Nutritión, 2006)"
FootNote,Mexico (MEX),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),Source: Encuesta Nacional de la Dinámica Demográfica_2009
FootNote,Mexico (MEX),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: ODM website 2012
FootNote,Marshall Islands (MHL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"DHS 2007, Final report, Table 9.6, page 133"
FootNote,Marshall Islands (MHL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: WHO Western Pacific Country Health Information Profiles 2010, 216"
FootNote,Middle income (MIC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Annual report for mother and child health protection in 2003, Table 5.3, p. 11. "
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Information for the Health Status of Women and Children in the Republic of Macedonia, 2004, p. 19."
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"MICS 2005, Table RH.5, p 91"
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Health Home Skopje, Institute for Mother and Child Health Protection "INFORMATION on the health status of mothers and children in R. Macedonia in 2006" page 9"
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"TransMONEE database 2010, Table 6.1"
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,"Macedonia, FYR (MKD)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: MICS final report 2011
FootNote,Mali (MLI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: DHS 2006, Table 8.6, p.117"
FootNote,Mali (MLI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Source: MICS 2010
FootNote,Malta (MLT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),Department of Health Information (personal communication March 2007) WHO. estimate
FootNote,Myanmar (MMR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Myanmar Millennium Development Goals Report 2005. citing the Fertility Reproductive health Survey 2003.
FootNote,Myanmar (MMR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"FRHS 2007, Table 7.6, p.127"
FootNote,Myanmar (MMR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2009-2010, page 99, table RH.4"
FootNote,Middle East & North Africa (MNA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Montenegro (MNE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Montenegro (MNE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Montenegro (MNE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2005-2006, Table RH.5"
FootNote,Montenegro (MNE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Montenegro (MNE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: Statistical Yearbook 2011, p. 51, Table 4-13."
FootNote,Mongolia (MNG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"RHS 2003, National report, Table 8.06, p. 95."
FootNote,Mongolia (MNG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Statistic tables 2006. WHO regional office for the western pacific.. Institutional birth
FootNote,Mongolia (MNG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"MICS 2005, Final report, Table RH.5"
FootNote,Mongolia (MNG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"RHS 2008, Table 6.15 (p. 156)"
FootNote,Mongolia (MNG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS Summary Report 2010, Table RH.9"
FootNote,Mozambique (MOZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2003, Final report (national report), Table 9.6, p. 138"
FootNote,Mozambique (MOZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: MICS 2008, Table 8.3"
FootNote,Mozambique (MOZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: DHS 2011
FootNote,Mauritania (MRT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: MICS 2007, Final report, Table RH.5"
FootNote,Mauritania (MRT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: Draft Rapport Final MICS4 - Mauritanie 2011(Prelim) 2013
FootNote,Mauritius (MUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Source: MOH, Health Statistics Annual report 2003, p. VIII and p. XIV, November 2004."
FootNote,Mauritius (MUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),Republic of Mauritius Millennium Development Goal Indicators 2005. Country profile.. Institution birth
FootNote,Mauritius (MUS),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming linear trend.
FootNote,Malawi (MWI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"DHS 2004, Final report, Table 9.8, p. 142."
FootNote,Malawi (MWI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Final report, Table 9.7a, 9.7b"
FootNote,Malawi (MWI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: DHS 2010, Final report, Table 9.6, p.111"
FootNote,Malaysia (MYS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"MOH, Health Management Information System 2003, Preliminary report."
FootNote,Malaysia (MYS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),Ministry of Health 2005
FootNote,Malaysia (MYS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"MOH, Annual Report,2007"
FootNote,Malaysia (MYS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: Health Indicators  2009, p.172"
FootNote,Malaysia (MYS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: Health Indicators 2012: Indicators for Monitoring and Evaluation of Strategy Health For All 2012
FootNote,Namibia (NAM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2006-2007, Final report, Table 10.7, p.124"
FootNote,New Caledonia (NCL),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2008 (YR2008),Extrapolated data.
FootNote,Niger (NER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: DHS/MICS 2006, Final report, Table 8.6, p 134"
FootNote,Niger (NER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS/MICS(Prelim) 2012
FootNote,Nigeria (NGA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2003, Final report, Table 9.6, p.123."
FootNote,Nigeria (NGA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: DHS 2008, Final report, Table 9.6, p.134"
FootNote,Nigeria (NGA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: MICS 2011
FootNote,Nicaragua (NIC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2006-2007, Final report, Table 7.9, p.224"
FootNote,Netherlands (NLD),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Perinatale Zorg in Nederland 2003.
FootNote,High income: nonOECD (NOC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Nepal (NPL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Living Standard Survey 2003-2004, Vol I, Table 7.8, p. 103."
FootNote,Nepal (NPL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"DHS 2006, Final report, Table 10.6, p. 144."
FootNote,Nepal (NPL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: DHS 2011, Table 9.7, page 127"
FootNote,New Zealand (NZL),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Preliminary.
FootNote,Oman (OMN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),Making pregnancy safer statistics in the Eastern Mediterranean Region 2005. WHO regional office for the Eastern Mediterranian
FootNote,Oman (OMN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Ministry of Health, Statistical Department, Confirmed by Health Govt.Officer, UNICEF, Oman"
FootNote,Oman (OMN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Ministry of Health, Statistical Department,2008. Making Pregnancy Safe indicators - WHO"
FootNote,Oman (OMN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: MoH Statistical Department, MPS indicators - WHO 2009"
FootNote,Other small states (OSS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Pakistan (PAK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),Pakistan Social and Living Standards Measurement Survey 2004-05 p. 52
FootNote,Pakistan (PAK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"DHS 2006-2007, Final report, Table 9.13, p. 117"
FootNote,Pakistan (PAK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),Source: Social and Living Standards Measurement Survey 2011-12
FootNote,Pakistan (PAK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: Social and Living Standards Measurement Survey 2011-12
FootNote,Pakistan (PAK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: Social and Living Standards Measurement Survey 2011-12
FootNote,Panama (PAN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),http://www.contraloria.gob.pa/dec/Publicaciones/17-03-02/221-03.pdf
FootNote,Panama (PAN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),http://www.contraloria.gob.pa/dec/Publicaciones/17-03-02/221-03.pdf
FootNote,Panama (PAN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),http://www.contraloria.gob.pa/dec/Publicaciones/17-03-02/221-03.pdf
FootNote,Panama (PAN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),http://www.contraloria.gob.pa/dec/Publicaciones/17-03-02/221-03.pdf
FootNote,Panama (PAN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),http://www.contraloria.gob.pa/dec/Publicaciones/17-03-02/221-03.pdf
FootNote,Panama (PAN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),Source: Encuesta Nacional de Salud Sexual y Reproductiva 2009 (ENASSER)
FootNote,Peru (PER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"DHS 2004, Final report, Table 8.6, p. 114."
FootNote,Peru (PER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"DHS 2004-06, Final report, Table 9.6, p. 133."
FootNote,Peru (PER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"DHS 2009, Table 8.6, p.178"
FootNote,Peru (PER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),DHS 2010
FootNote,Peru (PER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: DHS 2011, Page.194-195, Tab.8.6A-8.6B"
FootNote,Peru (PER),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS 2012
FootNote,Philippines (PHL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2003, Final report (national report), Table 9.8, p. 127 "
FootNote,Philippines (PHL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: DHS 2008, Table 9.6, p 113"
FootNote,Philippines (PHL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: 2011 Family Health Survey
FootNote,Palau (PLW),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),The MDG Initial Status Report (2008) page 29.
FootNote,Palau (PLW),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),A measure of the future. Women's Sexual and Reproductive Risk Index for the Pacific 2009
FootNote,Palau (PLW),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: WHO Western Pacific Country Health Information Profile 2011, 319"
FootNote,Papua New Guinea (PNG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Statistic tables 2006. WHO regional office for the western pacific.
FootNote,Papua New Guinea (PNG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: DHS 2006, National report, Table 8.5"
FootNote,Poland (POL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Poland (POL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Poland (POL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Poland (POL),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2011 (YR2011),Break in series.
FootNote,Puerto Rico (PRI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Health situation in the americas. Basic  indicators 2006. PAHO
FootNote,"Korea, Dem. Rep. (PRK)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Nutrition Assessment report 2004, Table 33, p. 69."
FootNote,"Korea, Dem. Rep. (PRK)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: MICS 2009, Table RH.5"
FootNote,Paraguay (PRY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Encuesta Nacional de Demografía y Salud Sexual y Reproductiva 2004, Informe resumido, Grafico 6.3, p. 25 and Cuadro 25, p. 61."
FootNote,Paraguay (PRY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),Source: Encuesta Nacional de Demografía y Salud Sexual y Reproductiva 2008
FootNote,Pacific island small states (PSS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Qatar (QAT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: Making pregnancy safer statistics in the Eastern Mediterranean Region, 2009"
FootNote,Romania (ROM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"RHS 2004, Table 6.2.1, p. 53."
FootNote,Romania (ROM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Romania (ROM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Romania (ROM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Romania (ROM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Romania (ROM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Romania (ROM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: UNICEF Transmonee database 2012
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Russian Federation (RUS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2012, Table 6.1"
FootNote,Russian Federation (RUS),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming linear trend.
FootNote,Rwanda (RWA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2005, Final Report, Table 8.6, p 102"
FootNote,Rwanda (RWA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"DHS 2007-2008, Final report, Table 7.7, p.63"
FootNote,Rwanda (RWA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: DHS 2010, Tab 9.6, p.117"
FootNote,South Asia (SAS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Saudi Arabia (SAU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Making pregnancy safer statistics in the Eastern Mediterranean Region 2005. WHO regional office for the Eastern Mediterranian
FootNote,Saudi Arabia (SAU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: Making pregnancy safer statistics in the Eastern Mediterranean Region, 2009"
FootNote,Sudan (SDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Sudan HouseholdHealth Survey( SHHS )-2006, Table 10.7, p.154"
FootNote,Sudan (SDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: SHHS 2010, Table RH.9"
FootNote,Senegal (SEN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2005, Final report, Table 8.6, p 142"
FootNote,Senegal (SEN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: DHS-MICS 2010-2011, Page 139/Tableau 9.6"
FootNote,Singapore (SGP),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Statistic tables 2006. WHO regional office for the western pacific.. Institutional birth
FootNote,Solomon Islands (SLB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Table 9.3, p. 150-151"
FootNote,Sierra Leone (SLE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"MICS 2005, Final report, Table RH.4"
FootNote,Sierra Leone (SLE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"DHS 2008, Final report, Table 9.6, p 122"
FootNote,Sierra Leone (SLE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010, p. 81 / Table RH.9"
FootNote,El Salvador (SLV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Encuesta National de Salud Familiar (FESAL) 2002/2003, Final report, Table 11.2, p. 297."
FootNote,El Salvador (SLV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: Encuesta National de Salud Familiar ( FESAL) 2008 - Table 10.25, 10.26 - Page 315, 316"
FootNote,Somalia (SOM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Table RH.5"
FootNote,Serbia (SRB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Serbia (SRB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Serbia (SRB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2005-2006, Table RH.5"
FootNote,Serbia (SRB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Serbia (SRB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010, Pg 132, Table RH.9"
FootNote,Serbia (SRB),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming linear trend.
FootNote,Sub-Saharan Africa (SSA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,South Sudan (SSD),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010 , RH.9"
FootNote,Sub-Saharan Africa (all income levels) (SSF),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Small states (SST),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,São Tomé and Principe (STP),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Ministry of Health, Department of Reproductive Health, 2003."
